what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486437462848
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486437474879
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486437481739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486437492223
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486437497655
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486437497671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486437505552
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1486437505568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486437515368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486437520712
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1486437532931
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1486437535244
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486437581651
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486437583823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486437589932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486437613526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486437621729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486437655339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486437657199
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486437667746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486437669027
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1486437669214
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486437669355
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1486438530044
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1486438530044
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1486438530044
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1486438530044
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1486438530044
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1486438530044
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1486438530044
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1486438530044
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1486438530044
