what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486411983317
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1486411984635
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1486411993790
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486411994796
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1486411997159
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486412006332
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486412013179
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486412042716
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486412055555
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1486412062748
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486412076034
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486412090669
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1486412102078
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486412102523
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486412102591
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1486412106932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486412120237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486412120258
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486412120319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486412123858
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486412124964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486412950838
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1486412950923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486412951155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486412969004
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486412969234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486412987189
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486412989404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486412993580
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486413398620
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486413401087
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486413459321
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486413461570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486413462287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486413499040
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486413501759
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486413526003
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486413526392
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486413527414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486413529015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414204903
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486414209619
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414293846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414306323
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414311349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414327293
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414327775
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414333252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414333637
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414384783
executed,command,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project.commands.quartus",1486414388390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414388975
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414392029
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414393983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414412493
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486414412553
executed,command,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project.commands.quartus",1486414426229
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414429109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414432166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414434347
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414556859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414565501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414584570
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486414585697
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1486414590662
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1486414594938
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1486414599751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414601359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414605423
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486414628867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414631065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414635422
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1486414638517
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486414644364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414648854
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414659896
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414667702
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1486414674116
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1486414674752
started,bundle,org.eclipse.core.databinding,1.4.0.I20110111-0800,"org.eclipse.core.databinding",1486414677517
started,bundle,org.eclipse.core.databinding.property,1.4.0.I20110222-0800,"org.eclipse.core.databinding.property",1486414677554
started,bundle,org.eclipse.mylyn.wikitext.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.ui",1486414681534
started,bundle,org.eclipse.mylyn.wikitext.core,1.5.1.v20110720-0100,"org.eclipse.mylyn.wikitext.core",1486414681597
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1486414695376
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486414710075
