what,kind,bundleId,bundleVersion,description,time
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1484708134560
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484708134574
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1484708134718
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1484708134735
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1484708134736
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1484708134737
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484708197201
executed,command,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project.commands.quartus",1484708199502
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484708199644
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1484708242598
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484708242639
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1484708242671
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1484708247945
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1484708247948
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484708250890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484708252935
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1484708257328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484708262251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484708506123
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1484708509674
