what,kind,bundleId,bundleVersion,description,time
processors,sysinfo,,,"8",1484688807401
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1484688807401
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1484688807401
java.specification.name,sysinfo,,,"Java Platform API Specification",1484688807401
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1484688807401
java.specification.version,sysinfo,,,"1.6",1484688807401
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1484688807401
java.version,sysinfo,,,"1.6.0_23",1484688807401
java.vm.info,sysinfo,,,"mixed mode",1484688807401
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1484688807401
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1484688807401
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1484688807401
java.vm.specification.version,sysinfo,,,"1.0",1484688807401
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1484688807401
java.vm.version,sysinfo,,,"19.0-b09",1484688807401
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1484688807799
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1484688951657
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1484688952668
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1484688954871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484688962871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484688980602
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1484689016661
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1484689028995
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1484689029938
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1484689033938
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484689039242
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484689040676
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1484689100876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484689115037
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484689117000
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1484689147819
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1484689148425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1484689149528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1484689252549
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1484689254527
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1484689256892
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1484689256940
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1484689256942
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1484689265546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484689265558
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1484689265605
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1484689265605
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1484689265606
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484689276731
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484689357541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484689519554
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1484689524871
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1484689524885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484689524931
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484689525959
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484689532445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484689539454
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1484689541232
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484689542517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484689551472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484689551828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484689583321
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484689587479
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484689595954
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1484689639326
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1484689639779
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1484689639786
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1484689641745
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1484689646240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484689735640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484689736749
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1484689736878
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484689737027
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1484689739915
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1484689739915
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1484689739915
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1484689740915
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1484689740916
stopped,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1484689740916
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1484689740916
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1484689740916
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1484689740916
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1484689740917
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1484689740917
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1484689740917
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1484689740918
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1484689740919
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1484689740919
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1484689740920
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1484689740921
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1484689740921
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1484689740921
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1484689740921
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.traditional",1484689740922
stopped,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1484689740922
stopped,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1484689740922
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1484689740924
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1484689740924
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1484689740925
